reviews,recommendation,location
"I was suffering for the past 10 years due to sinusitis, for which I would take regular medications, but got only temporary relief of running nose and headache. I was unable to concentrate on my work because of this problem.I took 10 sittings of acupuncture and auriculotherapy from Dr. Jayashree Doval. Thereafter, my symptoms disappeared and I had no recurrence of the disease. I am extremely happy and thankful to Dr Jayashree for not only curing me, but also being extremely sweet, kind and gentle throughout the process.",I recommend the doctor,Delhi
"I was having severe eye irritation (Redness in the eyes, irritation and watering) - I went to Dr Jayashree and experienced instantaneous relief from my problems. She is very sweet as well and takes really good care of all her patients. I would highly recommend her to everyone looking for pain relief.",I recommend the doctor,Delhi
I was having acne on my face from past 2 years. Being an young girl I was very tensed about it.  I tried medicines and various kind of treatment to get rid out of it but had no relief but then I visited Dr. Jayshree Doval nd had accupunture therapy. It really helped me. My acne gets reduced by just 10 sittings.  Now my beauty is back on its track just because of Dr. Jayshree Doval ,I recommend the doctor,Delhi
"Post chickenguniya i had persistent pain in my ankle joint every morning after getting off the bed,I tried all sorts of medication, exercises n physiotherapy for six months but had no relief. Then i visited Dr.Jayashree's clinic and now taking her treatment on regular basis .Her accupuncter therapy has dramatically reduced my ankle joint pain.Thanks to Dr.Jayashree.",I recommend the doctor,Delhi
"Felt very much better. I was moving about in a wheelchair before visiting Dr Jayashree. After having a few sittings, I was able to stand and walk about without a wheelchair.I had sleepless nights for 2 months before visiting Dr Jayashree due to constant pain post operation. After my visits, I have been able to lead a normal life again.Would recommend anyone having extreme pain to visit her for sure.",I recommend the doctor,Delhi
"Acupuncture is an amazing treatment ,one can have. I have recovered from my leg problem to a greater extent....it's a best option one can have to get rid of from any kind of body pain and problem...I just loved it!!Thanks to Dr. Jayashree ma'am ",I recommend the doctor,Delhi
"for several years my wife was suffering from head ache while travelling, after 1st visit she feels so good",I recommend the doctor,Delhi
I was suffering from rheumatoid arthritis with fleeting pain in various joints. Was on regular therapy in the form of medicines but got releived after auriculotherapy from dr Jayashree. *** *** ********* *** ** ******* ***** **** *** ****** *** **** ,I recommend the doctor,Delhi
She is very nice. My mom felt relief after taking treatment even in one sitting.Her approach of handling patient is good.,I recommend the doctor,Delhi
It was just good I want to ask if Dr. Can see the reports without patient visiting the hospital.  ,I recommend the doctor,Delhi
Fine and happiness doctor *** **** ********** Behaviour is very good but receptionist behaviour is very bad,I recommend the doctor,Delhi
I went there and I was explaining him and he was responding like he was in hurry so that I couldn’t listen my problems thanks ,I do not recommend the doctor,Delhi
"Well I went to the doc and then he was not talking much about my health. In fact I only kept telling him what is going wrong with me. Showed my CBC and other reports.Seemed to me he was rushing.Apart from this he asked me to get other investigations done which is worth 8k.He didn’t ask me if I am taking any medication, Infact was trying to fight the fever with my own immune system.Anyways I wish him luck    **** * ** ** **** ****** *** ****** ** **** * ******* ** ** *** **** ******** *** **** **** *** *** ****** ***** ** ******** *** ***** ** ** **** **** * ********** ****** ** ***** *** *** *** *****  I am sure he would be working there for many years and would be one of the best in the field.But all the above interpretations are based on my solo experience. Thanks and Regards,God bless all and everybody should be healthy always ........😊😊😊",I do not recommend the doctor,Delhi
Dr Rajesh Kalita is a graceful and experienced doctors. He with his behavior wins heart of all his patients. His given prescription cures his patients and half of his parents are cured just by sitting beside him and his friendliness,I recommend the doctor,Delhi
"Doctor Kalita was very cordial, explained everything in a simple way. Gave patient hearing to understand ",I recommend the doctor,Delhi
He is very sound in his field. Doesn't recommend lot of medicines. I strongly recommend him for any kind of health issues one is facing,I recommend the doctor,Delhi
I went for my mother's treatment. He is good. ** **** *** **** ********* *He listens very patiently Outstanding ,I recommend the doctor,Delhi
** ** **** *** ****he knws how to hndle are paitient pain . I m feeling gud right now aftr meeting him.,I recommend the doctor,Delhi
That's totally good I really appreciate to Dr.Rajesh Kalita for his treatment and advice to my mother ,I recommend the doctor,Delhi
Experienced doctor. He is giving patience hearing to patients and giving advise. Overall a very nice doctor.,I recommend the doctor,Delhi
He is mind blowing who recognized  the problem in a second. I will always prefer and suggest to all other patients too to meet with him for early knowing the root cause of the problem.*** ** ***** ,I recommend the doctor,Delhi
Our experience is very good  We are satisfied about his treatment procedure with his patients  friendly ,I recommend the doctor,Delhi
i did not got any help from online appointment still seating for my turn. Can you still help in this.,I recommend the doctor,Delhi
Good but reception people should be more attentive and organized. And hospital was not clean as required. ,I recommend the doctor,Delhi
Everything is good atmosphere is excellent behaviour is much better no word to explain in short every thing is much better than from my hope,I recommend the doctor,Delhi
"Sir is like God Krishna ,treated his patient like God Vishnu . Sir is totally honest . And i pray for sir fitness so he can cure many more patients",I recommend the doctor,Delhi
He is an experienced and straightforward Doctor. He explains the good and bad to the patient and gives advice which is helpful in restoring good health. One more plus point is that he calls the patients by name as per their turn which overrles any unfair entry.,I recommend the doctor,Delhi
I appreciate to doctor Rajesh Kalita. Really he is very nice and experienced doctor. Now my father is well. ,I recommend the doctor,Delhi
"Medicine was very expansive and not given much time because of rhe rush, * ***** ** **** ** **** *** **** ***** **** ********* ****** i am not happy.",I do not recommend the doctor,Delhi
Dr. Kalita Diagnostic Process for above mentioned anomalies was excellent during my admit to your hospital recently from 29 Mar 19 till 5-Apr-2019.My Visit to your Hospital OPD Today with Dr. Kalita was really Very good. God Bless Dr. Kalita.Best Regards..,I recommend the doctor,Delhi
A patient under doctor kalita is in absolute safe hands..apart from treatment he also has a very comforting attitude towards patient and family members,I recommend the doctor,Delhi
"Doctor has not pay proper attention to patients query, give less time to discuss problem. Quickly prescribed medicines before patient's satisfaction",I do not recommend the doctor,Delhi
Mr.  Rajesh was experience doctor n very gud behavior.  He is check to  patient carefully. My experience was gud n hopefully they will provide  own services longer time to BHAGAT CHANDRA.ThksDaljit SINGH,I recommend the doctor,Delhi
"There was less waiting time,He listen to my problems and guided me good way regarding my dibetic problem.",I recommend the doctor,Delhi
My first visit in bhagat cndra hospital My first Dr tritment my son  Doctor R kalita nice Dr Very nice,I recommend the doctor,Delhi
"It was bad experience of my life,such type of doctor who diagnonised the patient on the behalf of just asking the problems,and then after he suggested the patient as swine flu patient .now you can understand.how exactly what I wanted to say.",I do not recommend the doctor,Delhi
Doctor is very good but your admistration not good please improv that. Last time cleaning very bad but this time improved. ,I recommend the doctor,Delhi
"My duaghter felt pain and in one visit this doctor did treatment and same time, my daughter hand pain resolved. ",I recommend the doctor,Delhi
Very nice behaviour of Dr Rajesh and upto satisfaction of all patients. He is also much cooperative and friendly with all patients.,I recommend the doctor,Delhi
Treatment provide by Doctor is well appreciate in terms of Medicine suggest .I will suggest to our friends ,I recommend the doctor,Delhi
Nice doctor and his diagnose.. he is very well educated and treated. ** ****** ** *** ** *** **** ****** ** ******* *** *****,I recommend the doctor,Delhi
No proper sitting arrangement for patient as well as Doctors both are suffer from one room to another room and not having the proper management,I recommend the doctor,Delhi
I am happy with the services. Doctor treat me very well.I am happy with the services. Doctor treat me very well.,I recommend the doctor,Delhi
He has properly explained about the dengue fever and symptoms. Also assures that everything will be alright soon. A very friendly and professional doctor. He has also treated my mother's illness and cured her. He is kind of family doctor now. ,I recommend the doctor,Delhi
"Doctor Rajesh is birliyant doctor in Bharat Chandra hospital, he save my father life. We thank him. He treat well medically. And also good heart human being. He is honarable and we bless him with our heart. My father both lung severely damage and his condition very bad he is not able to breath, Dr Rajesh admit him and emijetly start his treatment after 8 day my father recover. Now my father is well. And he also join his office, this is miracle for me and my family that my father is well. Thank you very much Dr Rajesh kalita.",I recommend the doctor,Delhi
Dr. Kalita was very helpful and explained the disease and treatment process thoroughly.. He listened the problems patiently and adviced accordingly. ,I recommend the doctor,Delhi
"Doctor friendship,, politeness and explanation regarding disease, prescribed medicine provide highly Satisfaction.",I recommend the doctor,Delhi
Dr is very experienced in his practice field and very kindness towards patient.  His politeness is heart touching.,I recommend the doctor,Delhi
"He is less friendly, he did not explain the details, outcomes of the disease and i am disappointed to his behaviour ",I recommend the doctor,Delhi
He is a very good doctor.  He is Friendly Towards patients. Very good advice to patients. He is also listen the patients problem carefully.,I recommend the doctor,Delhi
"Most of us place a huge amount of confidence in our doctors, entrusting them with our health and at times,with our very lives.patients are in a vulnerable position,with the balance of power often tipped in favor of the health care provider..**** ********* *** *** ** *** ******* ****** **** * **** *****he was very nice person..Although he has a sencerity in his  job...He has also very friendly  nature with their patients...This is why open two communication,,trust and mutual respect are so essential in doctor-patient relationships......",I recommend the doctor,Delhi
"Very friendly and encouraging, the two things which acts as a magic wand, **** ********* *** excellent application of medicines. ",I recommend the doctor,Delhi
"Very Good Experienced Doctor.  He's usually the first doctor we refer to for any illness in our family, since the last 7 years. ** *** ****** ******** **** ********* ********* ** ********* *********",I recommend the doctor,Delhi
"I admitted my wife Rajni Kashyap on 28.05.2018 for breathing problem she was normal but kept in emergency ICU the attitude of Dr Kalita was unprofessional I took discharge from hospital on my request Dr Kalita was requested to give Emergency certificate he refused to give an argument took place between me and Dr Kalita than I told Dr Kalita to talk on recording mode finally he understood his unprofessional behavior un signed emergency certificate, He also suggested blood transfusion to my wife at HB level 8.8 to that I refused since blood transfusion generally done at below HB 8",I do not recommend the doctor,Delhi
"Good, very friendly. listening carefully and treating like a excellent doctor like God nurshuing. thanks a lot to Dr and Bhagat chandra Hospital. ",I recommend the doctor,Delhi
It was Nice to see him . He is a nice  professional as well as a nice  human being.Thank you Doctor & B.H.,I recommend the doctor,Delhi
"My first appointment experience with the Doctor was very good. BecouseBehaviour of the doctor,Languege of the doctor,Treatment approach of the doctor andCommunication skills of the doctor were very good.Positive thinking,Soft nature,Satisfaction about treatment,Transparent opinion about healthcare etc. I liked about the doctor.At last all our experiences with the doctor were very good",I recommend the doctor,Delhi
The doctor talked very nicely . He satisfied me with his way of explanation. I would like to visit again.,I recommend the doctor,Delhi
Absolutely professional *** **** **** ********* and exceptional  gesture of Dr Rajesh Kalitha.I would like to recommend him to any one who needs the medical treatment.,I recommend the doctor,Delhi
Hs should listen to the issue completely and answer the problem.He was and rude and also was in hurry ...to get rid of patient i will never visit this doctor neither recommend anyone....,I do not recommend the doctor,Delhi
It was nice experience for consulting the doctor. I had to wait for little time for consulting the doctor.,I recommend the doctor,Delhi
"Dr. Rajesh Kalita is very helpful, he understood my concern n m trying to recover soon. I would love to recommend him to my friends.",I recommend the doctor,Delhi
"Not to wait for more time. But not satisfied this time because this time we are under CGHS panel, but they claim for rupees 150 and we come from home to pay 100/- rupees...",I recommend the doctor,Delhi
Very good doctor.  he did my good take care ans he  is very good. In. Nature.                        ,I recommend the doctor,Delhi
Excellent experience as per refer by my nephew working with same organisation. I m happy the way Doctor treated the patient,I recommend the doctor,Delhi
"My wife Soma Singh Tanwar was admitted in Bhagat Chandra Hospital, Mahavir Enclave  in very critical situation as having Sugar 429, BP-170/110 and other problems. She was taken Right Care by Dr. Rajesh Kalita excellently  by giving right medicines at right time and gradually the sugar level stable at 105-112 *** **** ***** ******** **** **** *****  ** *** **** ********* *** very friendly behavior. My wife had discharged from hospital with fully cured and the staff of the hospital was very helping and excellent specially nursing staff and other supporting staff. Many-many  thanks to Dr. Rajesh Kalita, Nursing staff And other supporting Staff. Thanks a lot once again to all of the hospital staff who has given  a smile on my wife's face.",I recommend the doctor,Delhi
"He  was very busy I waited for him a long time & when we finally meet, I didn't feel he was  able to ask my problems only I was telling what happened to me & I was also not in a condition to tell him everything because at certain I was very ill I was feeling very week.In my opinion he should extract me.Thank you.",I do not recommend the doctor,Delhi
Superb! He has very gd experience. He is very friendly also. I always refer to Dr Kalita. Thank you!,I recommend the doctor,Delhi
Overall the experience was fine. He elaborated the problem nd also the consequences and precautions nicely,I recommend the doctor,Delhi
Very good . He takes the time to explain the cause and treatment well. He is very good in behaviour. His treatment works. I recommend Dr. Rajesh kalita ....,I recommend the doctor,Delhi
His punctuality and dealing with patient always admire me. Always my trust and confidence  goes higher under his treatment. Thank you doctor.,I recommend the doctor,Delhi
"Very good physician in Bhagat Chandra Hospital, Mahavir Enclave... in terms of: Explanation of the health issue, Treatment satisfaction and Value for money....You will never feel disappointment with this doctor. ",I recommend the doctor,Delhi
I was suffering from fever and cough since from past 4 days but DR Rajesh kalita said that I'm in a shock and I'm suffering from  DENGUE SHOCK SYNDROME and advice me to get admit myself in ICU immediately under his supervision.he also says that my condition is critical and anything would happen to me anytime that frighten my parents very badly.when I refuse his admission proposal than he arrogantly says he won't be entertain me in future if anything goes wrong.thats why I don't like his behaviour and attitude.My experience with him was bad so I won't recommend him.,I do not recommend the doctor,Delhi
"Friendly behavior, treatment is satisfactory and will recommend him to others. We are very happy with the experience. ",I recommend the doctor,Delhi
The behavior nd the way of talking was very nice '' 'He had so much of patience during our conversation very well hearted man.... ,I recommend the doctor,Delhi
Dr. Rajesh kalita is a very nice and warm person.I visited the pod today to get my son mayank yadav checked as he was having fever for last five days. Dr. Rajesh really treated my child with affection and warmth.He advised to get the blood test and x ray done.further he suggested the medicines. He treated like a Dr. Should treat the patient with humane touch..Thanks Dr. Rajesh Kalita,I recommend the doctor,Delhi
It was a good experience. He had clearly listened the problem then did the checkup. Cleared all my doubts. And then prescribed me with medicine.,I recommend the doctor,Delhi
I paid him visit on 10.6.2017 for first time. I feel he is friendly with patients. The experience will share later on.,I recommend the doctor,Delhi
"Best and helped us to know the complications,very cooperative and jolly in nature..feel good when u talk to them",I recommend the doctor,Delhi
He was late in opd also he simply adviced to get admitted .only consulted for 4 to 5 min . *** **** **** **** ** **** ******** *** ***** * He seems not to be a good listener .,I do not recommend the doctor,Delhi
I visited DR RML Hospital and there dr advise for ecg and after seen ecg dr said ecg is ok and this pain is due to gastric problem and he inject pantocid for gastric and after an hour everything gone fine and no pain. So my experience in Bhagat is very bad and i dont want to visit again as they afraid the patient,I do not recommend the doctor,Delhi
"My daughter was in pain and fever when she was admitted to the hospital.. Dr. Rajesh Kalita's line of treatment has been so remarkable that she is recovering very fast, also Dr. Kalita has always been very warm and patient while interacting to me , wish him all the very best!!! ",I recommend the doctor,Delhi
At doctors end exceptional but lower staff unsatisfactory. Not even bother about timely medicine. All staff sleeps at night shift observed last night when an old man (Petient) eas knocking each door of private rooms in search of his bed which was in general room.,I recommend the doctor,Delhi
Dr. is good but not a good listenor in my view Dr. Should  be a good listenor first with good human being. Once he is with anyone patient he leave all is work bcoz we pay Rs. 400 for 2 to 3 minutes for his valuable time and we need proper time to tell with his mentally presence.thx,I do not recommend the doctor,Delhi
I have 3years experience with Dr kalita.i was admit in hospital during dengue under their treatment and i finally recover within 8 days.whenever i got health regarding any problem i take appointment with kalita sir becz  i hv trust on them,I recommend the doctor,Delhi
"Two days before when I take my wife to your hospital for check up . On that's day after your checkup you adviced her to take medicine for relief but she take the medicine ,after 1hour she was in a head pain , vomiting is starting and continuously coming and it was not stopped . Then she drink a lemon juice and glucon-d then she  take relief .On next day I take her again to your hospital for ultrasound and medical checkup .Now she feels better than that's day . ",I recommend the doctor,Delhi
Dr Rajesh Kalita is the most experienced Dr *** ****** **** ********* ** *** ******* ******* *** ** *** ********* He is very good in his field. Very soft spoken person and kind hearted. God gives him a great and very great success in his life.,I recommend the doctor,Delhi
He is very good doctor. My experience as patient quiet well with doctor. Feeling good after treatment.,I recommend the doctor,Delhi
Very effective and indepth advice  one may get from him as far as a very good  physian is concerned.  So a nice doctor to see for medicine and general health  evene in critical circumstances.,I recommend the doctor,Delhi
She is experienced  doctor and i am satisfy. Patient suffering  with fungal infection now problem solve .,I recommend the doctor,Delhi
"*** *** **** ****** ** ***** She humbly listened to my problems and symptoms. *** ********* *** ********* ***** *** ***** ****** ** *** ***** *** ************ Being long time in this profession, she is well versed with all the new medical drugs available for swift treatment. The best part was her motherly assurance during the diagnosis which helps you get better when you leave her clinic. ",I recommend the doctor,Delhi
*** ********* *** ********* I was cured quickly. She is very friendly and patient. Her experience is reflected in her disposition. I would highly recommend her. ,I recommend the doctor,Delhi
It's really nice to meet with Doctor Kanwar...Thankyou for your best facilities...and hospitality....,I recommend the doctor,Delhi
Extraordinary  Talented  Doctor.. With High humanity. He proactively  diagnosis   diseases  and cure the same.  In nutshell.. It was always  pleasure  meeting  such a wonderful  person  and professional  which is rare combination seen in health  Industry.. ,I recommend the doctor,Delhi
Excellent Doctor with rich experience. Listens very carefully and patiently and suggests appropriate minimal medicines. He does not recommend unnecessary tests. Very trustworthy and highly recommended. If you have any health issue where you are not sure which specialist to go..i would recommend visit him once for right opinion.,I recommend the doctor,Delhi
"He has been our family doctor for last twenty years.  His diagnosis, treatment and interaction with patients is par excellence !!! Need I say more ?",I recommend the doctor,Delhi
"Doctor is well experience, prescribe small medicines, no unnecessary test recommended. My family is well satisfied . ",I recommend the doctor,Delhi
"He is good doctor, he have good experience ,   listen and examine carefully, and give good treatment. we feel about him  as a family doctor.",I recommend the doctor,Delhi
"Very professional and great diagnosis.  Relevant and conservative treatment., that has always set my problems right.  Very good doctor & patient rapport. Clinic is easy to reach ; very clean and organised. 👍🏽👍🏽👍🏽",I recommend the doctor,Delhi
First of all I like to thanks Dr Anupama singh as she is very friendly cooperative and calm in nature.She listened to my problem very polietly and calmly. She was not in hurry at all. SHE is very much punctual of time. She also advice me that I will be well soon.,I recommend the doctor,Delhi
Very pleasant and respectful doctor. She was very thorough in her examination of my mom and all queries regarding previous history also. Very satisfied.,I recommend the doctor,Delhi
"I booked a 9:30 am slot on Practo. While on the way, I called to confirm the appointment and was informed that the doctor's consultation hours start only at 10 am. This was surprising since Practo allowed for booking a 9:30 slot. After reaching, the receptionist didn't give us a straight answer regarding the doctor's arrival. After waiting for 40 mins till 10:15, there was still no sign of the doctor and I was not in a position to wait given I was suffering from high fever so I left. I found the whole experience extremely unprofessional and would not be recommending the doctor to anyone. ",I do not recommend the doctor,Delhi
It was nice meeting with mam..it was satisfactory ..she explained * ******* **** ********Thanks mam..,I recommend the doctor,Delhi
"Very bad experience with Dr Anupama Singh,she was very rude. *** ********** ** ******** ******* .she just give the name of medicine ***  *** ****** ** **** *** ******* *** not explained about the health issues",I do not recommend the doctor,Delhi
"Dr. Anupma was wonderful and very understanding. I was recommended by a frd who made a qualifying statement that she doesn't unnecessarily prescribe meds and gets to the root of the cause', Started treatment for my son. Hope it goes well from here. ",I recommend the doctor,Delhi
"Dr Singh was kind, professional and very reassuring. She was very clear in her explanations. I would definitely recommend her!",I recommend the doctor,Delhi
Good. It was a nice place. Nice of doc to see me later than her assigned time. Great job Do well!!,I recommend the doctor,Delhi
Dr Anupama is a well-spoken person. I’m happy visiting a doctor as positive as her. She cleared all the doubts I had about my health. ,I recommend the doctor,Delhi
"Fully convinced. What asked for,was  answered in proper way . Regular check up at internals is must to meet Dr .",I recommend the doctor,Delhi
She is my GP for a long time. I have immense faith in her diagnosis and treatment. Never ever been disappointed. ,I recommend the doctor,Delhi
I am a backpacker and needed a check up before going on a hike. Dr Singh attended to all my needs and questions. She was fantastic,I recommend the doctor,Delhi
One of the most friendly docter ** **** ** ****** *************** she giving plenty of time to her patients thx u so much maa'm   ,I recommend the doctor,Delhi
"She's a very friendly, sharp, intelligent and understanding doctorshe first listened my father problem properly and prescribed medicine according to that..was a good experience. I highly recommend her to all.",I recommend the doctor,Delhi
This was my first visit to Dr Anupama and I found her absolutely helpful and patient.She patiently listens to to the problems and explains everything in detail. I will recommend her to everyone ,I recommend the doctor,Delhi
"She's a very nice and friendly and understanding doctor. She put my worries at rest right away, and also gave us ample time and discussed about other health issues of mine that weren't really her department. Highly recommended! Thank you ma'am!",I recommend the doctor,Delhi
Very patient in hearing the problem and not hurrying into the appointment.Also she took time to understand what my problem was as I was in great pain and have been struggling with my problem for a long time now. ,I recommend the doctor,Delhi
Very nice experience..... very friendly doctor... helped me a lot... she first listtned me properly n prescribed medicine according to that..,I recommend the doctor,Delhi
"Thoroughly professional, patient and polite. I felt that I was in safe hands and received proper medical advice.",I recommend the doctor,Delhi
I have known Dr.Anupama for over a decade now. She is trustworthy & has high integrity. Very sharp doctor.,I recommend the doctor,Delhi
"Very patient, very professional, very thorough. Dr Anupama took her time and examined very well. She was gentle and asked the right questions to narrow down to the treatment protocol. ",I recommend the doctor,Delhi
You will rarely find doctors like this. Clarity of thoughts and honest.Happy that I took her appointment.,I recommend the doctor,Delhi
"I am extremely satisfied with Dr. Anupama's line of treatment. She is patient, receptive and explains well.priya",I recommend the doctor,Delhi
Dr Anupama is an excellent (extremely competent and helpful) doctor who takes the time out to listen / examine you. She does not rush to prescribe tests. I have always been extremely satisfied with her course of treatment and sensible medical advice.,I recommend the doctor,Delhi
Doctor Singh was very pleasant.  Knowing that we were foreigners she knew the type of treatment we were accustomed to.  She provided a good evaluation and prescriptions for that evaluation.  Dr. Singh even called within minutes of the results being available for the lab work that was done.  Over all this was a pleasant experience despite being sick and needing a Doctor.,I recommend the doctor,Delhi
"The doctor is friendly and takes his time listen to patients. I value his professional opinion and feel at ease after visiting at the clinic. The doctor is also very patient, compassionate and understanding.",I recommend the doctor,Delhi
She is extremely talented nd friendly doctor. She listened all my problems very carefully nd after that assured my family that I will be fine soon. Its been 2 months and i am recovering very well.,I recommend the doctor,Delhi
"She is extremely good and takes good care of her patients. She is focussed, understands symptoms that the patient cites and guides well. Doesn't go after surgeries just for the heck of it, like aome doctors and prefers to cure via medicine as much as possible.",I recommend the doctor,Delhi
Dr. Anupama listened to my mother's problems with patience and was also quick in reverting with her diagnosis after the test results. Good experience.,I recommend the doctor,Delhi
Overall it was a good experience. She is very friendly and empathetic. ******** **** ** *** ****** I highly recommend her. ,I recommend the doctor,Delhi
Very friendly. Didn't feel like a doctors appointment. Very nice and friendly :),I recommend the doctor,Delhi
"I took my mom for diabetes treatment. She is 58, diabetic since last 21 years  and had gone through open heart by-pass surgery 2 years back. since then we are trying to maintain desired sugar level but couldn't get through. Dr Paras gave us ample of time to understand mom's medical history, provided superb explanation over her present condition and complications that might arise in near future. He explained what are best possible treatments and how easy they are. Dr Paras eventually managed to convinced mom to move on insulin treatment. The way he managed to get through all, was really commendable.",I recommend the doctor,Delhi
I have visited him for type 2 diabetes .. Very satisfied with the treatment and the way doctor care for will recommend him for anyone who has same issue,I recommend the doctor,Delhi
"He is a very good doctor, A cool and friendly person. He give time to the patient, listen to them very carefully. I will sure recommend him to my friends. One thing which I don't  like i.e. his fee. His fee is 500Rs for 1st meeting & 300Rs for the rest following meeting. Even for showing the report you have to pay 300Rs. I met a many doctors & visited many hospitals in all these 20-25 years. I have seen a general practice everywhere that Doctor will take one fee and that is valid for next 10-15 days. No matter how many time you meet to the doctor in these 10-15 days.
I gently suggest him to have a look of this option, if possible.",I recommend the doctor,Delhi
"***** *** *** ******* *** *** ************* same time caring, and most important listens what patient has to say patiently. Doctor Paras holds all the chatacterstics and make patients comfortable and positive about their well being. No advice of unnecessary diagnostics and medicines unlike others.",I recommend the doctor,Delhi
Very kind and generous . Listen very patiently to our problems.Always try to give as few medicines as he can. Makes me understand how I can avoid cold again again. Would strongly recommend this doctor because of his expertise in his field and his way of treatment.,I recommend the doctor,Delhi
I found the doctor very good to understand the problem and guide me to resolve the root cause. Also explained detail cause and side effects that I may suffer in future if remain untreated.  Presently going through his medication and hopeful to get better result after one month during my next visit to him.,I recommend the doctor,Delhi
"Interactions with patient is really good. Thoroughly examined with all necessary  test done and explained the biological phenomena behind diabetes and ways to manage it. The thing I liked is the doctor is often available in whatsapp for any advices and he is already prepared with your case history when you visit, that shows his sincerity to his patients. ",I recommend the doctor,Delhi
"The doctor is having a very good hold in his field as a general physician.  I had visited him for my wife as she was suffering from indigestion and acidity.He gives proper time to the patients , listens very patiently and his suggestion for do's and dont's are very helpful apart from medicine.He never gives too much of medicine , his objective is that patient should not suffer.",I recommend the doctor,Delhi
"Consulted for Diabetes and Thyroid problem for husband, I found Dr Paras is excellent in grasping the problem and clarifying doubts. *** ********* ** ******* **** *** ****** *** **** ********** **** ******** ******* ***** ***** I strongly recommend him to any diabetic patient wanting best care..! ",I recommend the doctor,Delhi
**** ****** *** ******** *** ******** *** Both my father in law and mother in law have visited him for different problems and very satisfied with overall treatment.,I recommend the doctor,Delhi
Great doc with great  understanding of disease good temperamen* ***** ****** awesome experience worthfull ,I recommend the doctor,Delhi
It was a good experience..He is very friendly in nature and after understanding problems provide **** treatment..,I recommend the doctor,Delhi
I got the recommendation for doctor Aggarwal and fully satisfied with their explanation and treatment process ,I recommend the doctor,Delhi
"Very nice doctor, **** ****** * *** **** ********** He listens problems very politily and describe problems and medicine with patience.",I recommend the doctor,Delhi
Good Experience with Dr. Paras AgarwalHe is simple and listen you carefully. My experience with Dr. Paras Agarwal was good. ,I recommend the doctor,Delhi
Thank you Dr. Paras for helping me out with my prolonged disease. I appreciate your time.-He was calm enough to understand the problem and advised the treatment accordingly. I am very much better with the suggested medicines.-Happy Patient :),I recommend the doctor,Delhi
Visited the doctor with my mother for her sugar problem. He gives sufficient time to diagnose the actual root cause in a very intelligent manner. He works with a vision to improve the patient's problem. Strongly recommend. ,I recommend the doctor,Delhi
The doctor is very patient and dilligent. Spent a lot of time discussing the problems and plan of treatment.,I recommend the doctor,Delhi
It was very good. He was listening to patinet with ease and was avaialbe for his suggestion while the patient was out of station over email. He was emphatic toward towards patient.Thank you Dr. Agarwal. Aaditya,I recommend the doctor,Delhi
"Pleased with his manner, efficiency, ********** Not rushed. Good experience. The office staff is very competent and courteous .... Very good doctor.",I recommend the doctor,Delhi
Doctor is very friendly having good experience and satisfies the patient to his satisfaction. I am fully satisfied.,I recommend the doctor,Delhi
Very good doctor. He avoids writing unnecessary medicines and lab tests unlike many doctors we have met in the past. He is very analytical in diagnosing the disease. He was bang on in identifying the problem even without any lab tests purely from symptoms. ,I recommend the doctor,Delhi
"You won't be able to find a better doctor in Gurgaon as far as Diabetes is concerned.He has everything in him what a great doctor ****** **************** , compassion , gratitude , humility , concern for his patients. He is just awesome.",I recommend the doctor,Delhi
Very nice and co operative hear all issues nicely. Give me proper time. Suggest medicine properly Veena Verma. ,I recommend the doctor,Delhi
Good doctor and above all a good human being which is rare to find. *** ********* ** **** and doesn't make the sick person do unnecessary expenses. God bless and all the best...,I recommend the doctor,Delhi
Very nice doctor. Gives advice like a friend. Visited for fever post pancreatitis. Fever medicine did amazing job. Thank you Paras Sir!,I recommend the doctor,Delhi
Good doctor to handle the patient and explain the problems and it's treatment. Supporting staff also good,I recommend the doctor,Delhi
Good experience so far with Doctor who briefed about life style and non heridtial diabetes. Over all found useful.,I recommend the doctor,Delhi
I met with the doc after getting an appointment and consultation I bought all the medicines which were prescribed.But I didn't get any relief from my throat pain.I am not gonna meet this doc again. It's totally a waist of time and money.,I do not recommend the doctor,Delhi
It was a very satisfying experience - the doctor's manner is friendly and reassuring. He gave excellent advice. ,I recommend the doctor,Delhi
He listens you and advises you genuinely about your long term health do's and dont's.  I would recommend him.,I recommend the doctor,Delhi
He is a very professional and humble in nature.Feels very comfortable talking to him about my problems. He focus on giving minimum medicines to the patient.Would recommend him strongly *** *** ********* ********* ** *** ******,I recommend the doctor,Delhi
He is highly qualified doctor especially for diabetic patient. Once you visit he will make you feel better and comfortable.  ,I recommend the doctor,Delhi
Excellent behavior and particular about time. Very methodical on medicine selection and tests. I am happy and recommend. ,I recommend the doctor,Delhi
He is a nice doctor. He listens to the patient very patiently and does not recommend unnecessary test.,I recommend the doctor,Delhi
Excellent & felt relieved on discussion with the doctor. Doctor explain the issues & provide remedy & further precaution tips to get cured from the malady ,I recommend the doctor,Delhi
Have been visiting since last more than two years. He is very meticulously checking the details and explains the line of his treatment. I am able to control my diabetes and fully satisfied with him.  Strongly recommend him to all. ,I recommend the doctor,Delhi
**** ****** * **** **** *** ** ***** ******.He listen patiently and don't suggest unnecessary medications. ,I recommend the doctor,Delhi
Nice doctor ..listen patiently and gave a good advice.Diagnosed DM and and have started with light medication ,I recommend the doctor,Delhi
